stock_id,symbol,isin,first_seen
545,HERITGFOOD,INE978A01027,2026-09-07
546,HEROMOTOCO,INE158A01026,2026-09-07
547,HESTERBIO,INE782E01017,2026-09-07
12461,HEUBACHIND,,2026-09-07
10168,HEXAGON,INE0JUI01012,2026-09-07
10278,HEXATRADEX,INE750M01017,2026-09-07
548,HEXAWARE,,2026-09-07
9432,HEXT,INE093A01041,2026-09-07
549,HFCL,INE548A01028,2026-09-07
550,HGINFRA,INE926X01010,2026-09-07
9659,HGM,INE596H01014,2026-09-07
551,HGS,INE170I01016,2026-09-07
552,HIKAL,INE475B01022,2026-09-07
553,HIL,,2026-09-07
11527,HILINFRA,INE00RL01028,2026-09-07
554,HILTON,INE788H01017,2026-09-07
555,HIMATSEIDE,INE049A01027,2026-09-07
10254,HINDADH,INE074C01013,2026-09-07
556,HINDALCO,INE038A01020,2026-09-07
10519,HINDALUMI,INE227B01019,2026-09-07
557,HINDCOMPOS,INE310C01029,2026-09-07
10606,HINDCON,INE642Y01029,2026-09-07
558,HINDCOPPER,INE531E01026,2026-09-07
559,HINDMOTORS,,2026-09-07
560,HINDNATGLS,,2026-09-07
561,HINDOILEXP,INE345A01011,2026-09-07
562,HINDPETRO,INE094A01015,2026-09-07
1696872,HINDUJAVEN,,2026-09-07
563,HINDUNILVR,INE030A01027,2026-09-07
9804,HINDWAREAP,INE05AN01011,2026-09-07
564,HINDZINC,INE267A01025,2026-09-07
565,HIRECT,INE835D01023,2026-09-07
566,HISARMETAL,INE598C01011,2026-09-07
567,HITECH,INE106T01025,2026-09-07
568,HITECHCORP,INE120D01012,2026-09-07
569,HITECHGEAR,INE127B01011,2026-09-07
11619,HLEGLAS,INE461D01028,2026-09-07
570,HLVLTD,INE102A01024,2026-09-07
10219,HMAAGRO,INE0ECP01024,2026-09-07
571,HMVL,INE871K01015,2026-09-07
572,HNDFDS,INE254N01026,2026-09-07
573,HNGSNGBEES,,2026-09-07
11582,HOMEFIRST,INE481N01025,2026-09-07
10010,HONASA,INE0J5401028,2026-09-07
574,HONAUT,INE671A01010,2026-09-07
575,HONDAPOWER,INE634A01018,2026-09-07
10856,HORIZONIND,INE685T01010,2026-09-07
1696884,HOTELEELA,,2026-09-07
1788563,HOTELRUGBY,,2026-09-07
576,HOVS,,2026-09-07
9594,HPAL,INE0GSL01024,2026-09-07
11727,HPIL,INE05X901010,2026-09-07
577,HPL,INE495S01016,2026-09-07
9438,HRYNSHP,INE400G01011,2026-09-07
1411978,HSBCGOLD,,2026-09-07
578,HSCL,INE019C01026,2026-09-07
579,HSIL,,2026-09-07
9581,HTEL,INE0LEG01024,2026-09-07
580,HTMEDIA,INE501G01024,2026-09-07
581,HUBTOWN,INE703H01016,2026-09-07
582,HUDCO,INE031A01017,2026-09-07
10624,HUHTAMAKI,INE275B01026,2026-09-07
1631014,HYBRIDETF,,2026-09-07
10996,HYBRIDFIN,INE965B01022,2026-09-07
10140,HYUNDAI,INE0V6F01027,2026-09-07
583,IBMFNIFTY,,2026-09-07
584,IBREALEST,,2026-09-07
585,IBULHSGFIN,,2026-09-07
586,IBULISL,,2026-09-07
10347,IBULLSLTD,INE126M01010,2026-09-07
587,IBVENTURES,,2026-09-07
10083,ICDSLTD,INE613B01010,2026-09-07
10784,ICEMAKE,INE520Y01019,2026-09-07
12502,ICICI10GS,,2026-09-07
588,ICICI500,,2026-09-07
12504,ICICI5GSEC,,2026-09-07
12505,ICICIALPLV,,2026-09-07
10007,ICICIAMC,INE346A01027,2026-09-07
12506,ICICIAUTO,,2026-09-07
589,ICICIB22,,2026-09-07
590,ICICIBANK,INE090A01021,2026-09-07
591,ICICIBANKN,,2026-09-07
592,ICICIBANKP,,2026-09-07
12511,ICICICOMMO,,2026-09-07
12512,ICICICONSU,,2026-09-07
12513,ICICIFIN,,2026-09-07
12514,ICICIFMCG,,2026-09-07
593,ICICIGI,INE765G01017,2026-09-07
594,ICICIGOLD,,2026-09-07
12517,ICICIINFRA,,2026-09-07
595,ICICILIQ,,2026-09-07
596,ICICILOVOL,,2026-09-07
597,ICICIM150,,2026-09-07
598,ICICIMCAP,,2026-09-07
12522,ICICIMOM30,,2026-09-07
599,ICICINF100,,2026-09-07
600,ICICINIFTY,,2026-09-07
601,ICICINV20,,2026-09-07
602,ICICINXT50,,2026-09-07
12527,ICICIPHARM,,2026-09-07
603,ICICIPRULI,INE726G01019,2026-09-07
61111,ICICIQTY30,,2026-09-07
604,ICICISENSX,,2026-09-07
12530,ICICISILVE,,2026-09-07
12531,ICICITECH,,2026-09-07
605,ICIL,INE483B01026,2026-09-07
606,ICRA,INE725G01011,2026-09-07
607,IDBI,INE008A01015,2026-09-07
608,IDBIGOLD,,2026-09-07
609,IDEA,INE669E01016,2026-09-07
11660,IDEAFORGE,INE349Y01013,2026-09-07
610,IDFC,,2026-09-07
611,IDFCFIRSTB,INE092T01019,2026-09-07
12539,IDFNIFTYET,,2026-09-07
294298,IEL,,2026-09-07
612,IEX,INE022Q01020,2026-09-07
613,IFBAGRO,INE076C01018,2026-09-07
614,IFBIND,INE559A01017,2026-09-07
615,IFCI,INE039A01010,2026-09-07
616,IFGLEXPOR,INE133Y01011,2026-09-07
617,IGARASHI,INE188B01013,2026-09-07
10317,IGCL,INE05J901018,2026-09-07
11731,IGIL,INE0Q9301021,2026-09-07
618,IGL,INE203G01027,2026-09-07
619,IGPL,INE204A01010,2026-09-07
620,IIFL,INE530B01024,2026-09-07
10802,IIFLCAPS,INE489L01022,2026-09-07
621,IIFLSEC,,2026-09-07
622,IIFLWAM,,2026-09-07
10055,IITL,INE886A01014,2026-09-07
11207,IKIO,INE0LOJ01019,2026-09-07
10841,IKS,INE115Q01022,2026-09-07
9335,IMAGICAA,INE172N01012,2026-09-07
623,IMFA,INE919H01018,2026-09-07
624,IMPAL,INE547E01014,2026-09-07
625,IMPEXFERRO,,2026-09-07
10795,INA,INE0LGX01024,2026-09-07
11530,INCREDIBLE,INE452L01012,2026-09-07
626,INDBANK,INE841B01017,2026-09-07
11374,INDGN,INE065X01017,2026-09-07
627,INDHOTEL,INE053A01029,2026-09-07
628,INDIACEM,INE383A01012,2026-09-07
629,INDIAGLYCO,INE560A01023,2026-09-07
630,INDIAMART,INE933S01016,2026-09-07
631,INDIANB,INE562A01011,2026-09-07
632,INDIANCARD,INE061A01014,2026-09-07
633,INDIANHUME,INE323C01030,2026-09-07
11109,INDIASHLTR,INE922K01024,2026-09-07
634,INDIGO,INE646L01027,2026-09-07
11559,INDIGOPNTS,INE09VQ01012,2026-09-07
9336,INDIQUBE,INE06ST01018,2026-09-07
635,INDLMETER,,2026-09-07
636,INDNIPPON,INE092B01025,2026-09-07
10596,INDOAMIN,INE760F01028,2026-09-07
9930,INDOBORAX,INE803D01021,2026-09-07
637,INDOCO,INE873D01024,2026-09-07
9607,INDOFARM,INE622H01018,2026-09-07
10664,INDOKEM,INE716F01012,2026-09-07
9826,INDOMIM,INE084101034,2026-09-07
638,INDORAMA,INE156A01020,2026-09-07
639,INDOSTAR,INE896L01010,2026-09-07
640,INDOTECH,INE332H01014,2026-09-07
641,INDOTHAI,INE337M01021,2026-09-07
9422,INDOUS,INE250Z01010,2026-09-07
642,INDOWIND,INE227G01018,2026-09-07
9520,INDPRUD,INE620D01011,2026-09-07
643,INDRAMEDCO,INE681B01017,2026-09-07
644,INDSWFTLAB,INE915B01019,2026-09-07
645,INDSWFTLTD,,2026-09-07
646,INDTERRAIN,INE611L01021,2026-09-07
647,INDUSINDBK,INE095A01012,2026-09-07
9882,INDUSTOWER,INE121J01017,2026-09-07
648,INEOSSTYRO,,2026-09-07
649,INFIBEAM,,2026-09-07
9394,INFOBEAN,INE344S01016,2026-09-07
650,INFOMEDIA,INE669A01022,2026-09-07
1346483,INFRA,,2026-09-07
651,INFRABEES,,2026-09-07
225907,INFRAIETF,,2026-09-07
652,INFRATEL,,2026-09-07
653,INFY,INE009A01021,2026-09-07
654,INGERRAND,INE177A01018,2026-09-07
10974,INNOVACAP,INE0DUT01020,2026-09-07
10833,INNOVANA,INE403Y01018,2026-09-07
10484,INNOVISION,INE0ADB01012,2026-09-07
9985,INOXGREEN,INE510W01014,2026-09-07
10127,INOXINDIA,INE616N01034,2026-09-07
655,INOXLEISUR,,2026-09-07
656,INOXWIND,INE066P01011,2026-09-07
657,INSECTICID,INE070I01018,2026-09-07
658,INSPIRISYS,INE020G01017,2026-09-07
1638326,INSUREIETF,,2026-09-07
2207,INTEGRA,,2026-09-07
659,INTELLECT,INE306R01017,2026-09-07
660,INTENTECH,INE781A01025,2026-09-07
10011,INTERARCH,INE00M901018,2026-09-07
991386,INTERNET,,2026-09-07
11299,INTLCONV,INE575C01027,2026-09-07
661,INVENTURE,INE878H01024,2026-09-07
10806,INVPRECQ,INE155E01016,2026-09-07
662,IOB,INE565A01014,2026-09-07
663,IOC,INE242A01010,2026-09-07
664,IOLCP,INE485C01029,2026-09-07
10718,IONEXCHANG,INE570A01022,2026-09-07
1696969,IPAPPM,,2026-09-07
665,IPCALAB,INE571A01038,2026-09-07
11126,IPL,INE0D6701023,2026-09-07
11321,IPRINGLTD,INE558A01019,2026-09-07
666,IRB,INE821I01022,2026-09-07
667,IRCON,INE962Y01021,2026-09-07
668,IRCTC,INE335Y01020,2026-09-07
10587,IREDA,INE202E01016,2026-09-07
9754,IRFC,INE053F01010,2026-09-07
10642,IRIS,INE864K01010,2026-09-07
11645,IRISDOREME,INE01GN01025,2026-09-07
11044,IRMENERGY,INE07U701015,2026-09-07
669,ISEC,,2026-09-07
670,ISFT,INE566K01011,2026-09-07
10862,ISGEC,INE858B01029,2026-09-07
9845,ISHANCH,INE561M01018,2026-09-07
671,ISMTLTD,,2026-09-07
9484,ISTLTD,INE684B01029,2026-09-07
342712,IT,,2026-09-07
1236415,ITADD,,2026-09-07
1583357,ITAXIS,,2026-09-07
12605,ITBEES,,2026-09-07
1253026,ITBETA,,2026-09-07
672,ITC,INE154A01025,2026-09-07
9573,ITCHOTELS,INE379A01028,2026-09-07
673,ITDC,INE353K01014,2026-09-07
674,ITDCEM,,2026-09-07
157538,ITETF,,2026-09-07
299731,ITETFADD,,2026-09-07
675,ITI,INE248A01017,2026-09-07
225941,ITIETF,,2026-09-07
10577,ITL,INE478D01014,2026-09-07
9531,IVALUE,INE056801025,2026-09-07
676,IVC,INE050B01023,2026-09-07
677,IVP,INE043C01018,2026-09-07
1668477,IVZBANKNF,,2026-09-07
678,IVZINGOLD,,2026-09-07
679,IVZINNIFTY,,2026-09-07
1668480,IVZSENSEX,,2026-09-07
12613,IWEL,,2026-09-07
9935,IWP,INE586E01020,2026-09-07
10157,IXIGO,INE0HV901016,2026-09-07
680,IZMO,INE848A01014,2026-09-07
681,J&KBANK,INE168A01041,2026-09-07
682,JAGRAN,INE199G01027,2026-09-07
683,JAGSNPHARM,INE048B01035,2026-09-07
684,JAIBALAJI,INE091G01026,2026-09-07
685,JAICORPLTD,INE070D01027,2026-09-07
10136,JAINREC,INE0YD401026,2026-09-07
9402,JAIPURKURT,INE696V01013,2026-09-07
686,JAMNAAUTO,INE039C01032,2026-09-07
9473,JARO,INE00YJ01010,2026-09-07
9288,JASH,INE039O01029,2026-09-07
687,JAYAGROGN,INE785A01026,2026-09-07
688,JAYBARMARU,INE571B01036,2026-09-07
11400,JAYKAY,INE903A01025,2026-09-07
9629,JAYKAY-RE1,INE903A20025,2026-09-07
689,JAYNECOIND,INE854B01010,2026-09-07
690,JAYSREETEA,INE364A01020,2026-09-07
691,JBCHEPHARM,,2026-09-07
1696995,JBFIND,,2026-09-07
692,JBMA,INE927D01051,2026-09-07
693,JCHAC,,2026-09-07
9439,JENBURPH,INE354A01013,2026-09-07
10976,JETFREIGHT,INE982V01025,2026-09-07
9564,JGCHEM,INE0MB501011,2026-09-07
694,JHS,INE544H01014,2026-09-07
695,JINDALPHOT,INE796G01012,2026-09-07
696,JINDALPOLY,INE197D01010,2026-09-07
697,JINDALSAW,INE324A01032,2026-09-07
698,JINDALSTEL,INE749A01030,2026-09-07
699,JINDRILL,INE742C01031,2026-09-07
700,JINDWORLD,INE247D01039,2026-09-07
9621,JIOFIN,INE758E01017,2026-09-07
701,JISLDVREQS,IN9175A01010,2026-09-07
702,JISLJALEQS,INE175A01038,2026-09-07
11583,JITFINFRA,INE863T01013,2026-09-07
703,JIYAECO,,2026-09-07
704,JKCEMENT,INE823G01014,2026-09-07
705,JKIL,INE576I01022,2026-09-07
9933,JKIPL,INE1FF001016,2026-09-07
706,JKLAKSHMI,INE786A01032,2026-09-07
707,JKPAPER,INE789E01012,2026-09-07
708,JKTYRE,INE573A01042,2026-09-07
10825,JLHL,INE682M01020,2026-09-07
709,JMA,INE412C01023,2026-09-07
710,JMCPROJECT,,2026-09-07
711,JMFINANCIL,INE780C01023,2026-09-07
712,JMTAUTOLTD,,2026-09-07
10326,JNKINDIA,INE0OAF01028,2026-09-07
11087,JNPR,INE05C901015,2026-09-07
713,JOCIL,INE839G01010,2026-09-07
714,JPASSOCIAT,,2026-09-07
715,JPINFRATEC,,2026-09-07
716,JPOLYINVST,INE147P01019,2026-09-07
717,JPPOWER,INE351F01018,2026-09-07
9349,JSFB,INE953L01027,2026-09-07
718,JSL,INE220G01021,2026-09-07
719,JSLHISAR,,2026-09-07
9462,JSLL,INE0J5801029,2026-09-07
9633,JSWCEMENT,INE718I01012,2026-09-07
11186,JSWDULUX,INE133A01011,2026-09-07
720,JSWENERGY,INE121E01018,2026-09-07
721,JSWHL,INE824G01012,2026-09-07
10147,JSWINFRA,INE880J01026,2026-09-07
12651,JSWISPL,,2026-09-07
722,JSWSTEEL,INE019A01038,2026-09-07
723,JTEKTINDIA,INE643A01035,2026-09-07
9363,JTLIND,INE391J01032,2026-09-07
724,JUBILANT,,2026-09-07
9569,JUBLCPL,INE03CC01015,2026-09-07
725,JUBLFOOD,INE797F01020,2026-09-07
726,JUBLINDS,,2026-09-07
9874,JUBLINGREA,INE0BY001018,2026-09-07
10999,JUBLPHARMA,INE700A01033,2026-09-07
727,JUMPNET,,2026-09-07
728,JUNIORBEES,,2026-09-07
9699,JUNIPER,INE696F01016,2026-09-07
729,JUSTDIAL,INE599M01018,2026-09-07
9355,JWL,INE209L01016,2026-09-07
730,JYOTHYLAB,INE668F01031,2026-09-07
10923,JYOTICNC,INE980O01024,2026-09-07
10355,JYOTIRES,INE577D01013,2026-09-07
9379,JYOTISTRUC,INE197A01024,2026-09-07
731,KABRAEXTRU,INE900B01029,2026-09-07
732,KAJARIACER,INE217B01036,2026-09-07
733,KAKATCEM,INE437B01014,2026-09-07
10951,KALAMANDIR,INE438K01021,2026-09-07
10629,KALPATARU,INE227J01012,2026-09-07
734,KALPATPOWR,,2026-09-07
11627,KALYANI,INE610E01010,2026-09-07
10654,KALYANIFRG,INE314G01014,2026-09-07
10431,KALYANKJIL,INE303R01014,2026-09-07
9838,KAMAHOLD,INE411F01010,2026-09-07
10241,KAMANWALA,INE344D01018,2026-09-07
735,KAMATHOTEL,INE967C01018,2026-09-07
736,KAMDHENU,INE390H01020,2026-09-07
9292,KAMOPAINTS,INE0BTI01037,2026-09-07
737,KANANIIND,INE879E01037,2026-09-07
9954,KANCHI,INE081G01019,2026-09-07
9403,KANCOTEA,INE398L01017,2026-09-07
738,KANORICHEM,INE138C01024,2026-09-07
9535,KANPRPLA,INE694E01014,2026-09-07
739,KANSAINER,INE531A01024,2026-09-07
11599,KAPSTON,INE542Z01028,2026-09-07
740,KARDA,,2026-09-07
741,KARMAENG,INE725L01011,2026-09-07
742,KARURVYSYA,INE036D01028,2026-09-07
743,KAUSHALYA,INE234I01028,2026-09-07
10395,KAVDEFENCE,INE641C01019,2026-09-07
159364,KAVVERITEL,,2026-09-07
744,KAYA,INE587G01015,2026-09-07
10052,KAYNES,INE918Z01012,2026-09-07
12677,KBCGLOBAL,,2026-09-07
745,KCP,INE805C01028,2026-09-07
746,KCPSUGIND,INE790B01024,2026-09-07
747,KDDL,INE291D01011,2026-09-07
9617,KDGREEN,INE348N01042,2026-09-07
748,KEC,INE389H01022,2026-09-07
749,KECL,INE134B01017,2026-09-07
11332,KEEPLEARN,INE055C01020,2026-09-07
2120817,KEERTI,,2026-09-07
750,KEI,INE878B01027,2026-09-07
751,KELLTONTEC,INE164B01030,2026-09-07
752,KENNAMET,INE717A01029,2026-09-07
10704,KERNEX,INE202H01019,2026-09-07
1697055,KESARENT,,2026-09-07
753,KESORAMIND,INE087A01019,2026-09-07
9987,KEYFINSERV,INE681C01015,2026-09-07
10694,KFINTECH,INE138Y01010,2026-09-07
754,KHADIM,INE834I01025,2026-09-07
10897,KHAICHEM,INE745B01028,2026-09-07
10200,KHAITANLTD,INE731C01018,2026-09-07
6942,KHANDSE,INE060B01014,2026-09-07
755,KICL,INE029L01018,2026-09-07
756,KILITCH,INE729D01010,2026-09-07
11253,KIMS,INE967H01025,2026-09-07
757,KINGFA,INE473D01015,2026-09-07
758,KIOCL,INE880L01014,2026-09-07
11290,KIRANVYPAR,INE555P01013,2026-09-07
759,KIRIINDUS,INE415I01015,2026-09-07
760,KIRLFER,INE884B01025,2026-09-07
761,KIRLOSBROS,INE732A01036,2026-09-07
762,KIRLOSENG,INE146L01010,2026-09-07
763,KIRLOSIND,INE250A01039,2026-09-07
10322,KIRLPNU,INE811A01038,2026-09-07
9503,KISSHT,INE12F801023,2026-09-07
764,KITEX,INE602G01020,2026-09-07
11130,KJMCFIN,INE533C01018,2026-09-07
765,KKCL,INE401H01017,2026-09-07
11519,KLBRENG-B,INE338F01015,2026-09-07
11804,KMCSHIL,INE879K01018,2026-09-07
11501,KMEW,INE0CJD01029,2026-09-07
766,KMSUGAR,INE157H01023,2026-09-07
9970,KNACK,INE17QZ01016,2026-09-07
11049,KNAGRI,INE0KNW01016,2026-09-07
1,KNOWNCO,,2026-09-07
767,KNRCON,INE634I01029,2026-09-07
10776,KOHINOOR,INE080B01012,2026-09-07
768,KOKUYOCMLN,INE760A01029,2026-09-07
769,KOLTEPATIL,INE094I01018,2026-09-07
770,KOPRAN,INE082A01010,2026-09-07
12708,KOTAKALPHA,,2026-09-07
771,KOTAKBANK,INE237A01036,2026-09-07
772,KOTAKBKETF,,2026-09-07
12711,KOTAKCONS,,2026-09-07
773,KOTAKGOLD,,2026-09-07
12713,KOTAKIT,,2026-09-07
12714,KOTAKLIQ,,2026-09-07
12715,KOTAKLOVOL,,2026-09-07
12716,KOTAKMID50,,2026-09-07
12717,KOTAKMNC,,2026-09-07
774,KOTAKNIFTY,,2026-09-07
775,KOTAKNV20,,2026-09-07
776,KOTAKPSUBK,,2026-09-07
12721,KOTAKSILVE,,2026-09-07
777,KOTARISUG,INE419A01022,2026-09-07
778,KOTHARIPET,INE720A01015,2026-09-07
779,KOTHARIPRO,INE823A01017,2026-09-07
10899,KOTIC,INE972A01020,2026-09-07
11709,KOTYARK,INE0J0B01017,2026-09-07
9760,KOVAI,INE177F01017,2026-09-07
9697,KPEL,INE127T01021,2026-09-07
9778,KPIGREEN,INE542W01025,2026-09-07
10494,KPIL,INE220B01022,2026-09-07
780,KPITTECH,INE04I401011,2026-09-07
10432,KPL,INE552U01010,2026-09-07
781,KPRMILL,INE930H01031,2026-09-07
782,KRBL,INE001B01026,2026-09-07
783,KREBSBIO,INE268B01013,2026-09-07
784,KRIDHANINF,INE524L01026,2026-09-07
11418,KRISHANA,INE506W01020,2026-09-07
11285,KRISHIVAL,INE0GGO01015,2026-09-07
11110,KRISHNADEF,INE0J5601015,2026-09-07
11487,KRITI,INE479D01038,2026-09-07
9797,KRITIKA,INE00Z501029,2026-09-07
10525,KRITINUT,INE798K01010,2026-09-07
11297,KRN,INE0Q3J01015,2026-09-07
9466,KRONOX,INE0ATZ01017,2026-09-07
11090,KROSS,INE0O6601022,2026-09-07
10857,KRSNAA,INE08LI01020,2026-09-07
10069,KRYSTAL,INE0QN801017,2026-09-07
785,KSB,INE999A01023,2026-09-07
786,KSCL,INE455I01029,2026-09-07
11743,KSE,INE953E01022,2026-09-07
787,KSERASERA,,2026-09-07
11423,KSHINTL,INE987S01020,2026-09-07
10211,KSHITIJPOL,INE013801027,2026-09-07
788,KSK,,2026-09-07
789,KSL,INE907A01026,2026-09-07
11562,KSOLVES,INE0D6I01023,2026-09-07
10705,KSR,INE1SPP01016,2026-09-07
1697092,KTIL,,2026-09-07
790,KTKBANK,INE614B01018,2026-09-07
791,KUANTUM,INE529I01021,2026-09-07
9408,KUSUMGAR,INE0ISX01025,2026-09-07
792,KWALITY,,2026-09-07
9765,KWIL,INE2KCE01013,2026-09-07
793,L&TFH,,2026-09-07
10868,LADDERUP,INE519D01015,2026-09-07
10210,LAGNAM,INE548Z01017,2026-09-07
11674,LAHOTIOV,INE515C01023,2026-09-07
11117,LAKSHMIMIL,INE938C01019,2026-09-07
794,LAKSHVILAS,,2026-09-07
9626,LAL,INE740X01023,2026-09-07
9722,LALITHAA,INE0K9O01026,2026-09-07
795,LALPATHLAB,INE600L01024,2026-09-07
796,LAMBODHARA,INE112F01022,2026-09-07
11001,LANCER,INE359U01028,2026-09-07
11348,LANCORHOL,INE572G01025,2026-09-07
10006,LANDMARK,INE559R01029,2026-09-07
10946,LANDSMILL,INE688J01023,2026-09-07
797,LAOPALA,INE059D01020,2026-09-07
1666029,LARGEMID50,,2026-09-07
9918,LASA,INE670X01014,2026-09-07
10957,LASERPOWER,INE17IR01028,2026-09-07
9871,LATENTVIEW,INE0I7C01011,2026-09-07
9776,LATTEYS,INE262Z01023,2026-09-07
798,LAURUSLABS,INE947Q01028,2026-09-07
9475,LAXMICOT,INE801V01019,2026-09-07
10177,LAXMIDENTL,INE0WO601020,2026-09-07
11004,LAXMIINDIA,INE06WU01026,2026-09-07
799,LAXMIMACH,,2026-09-07
9800,LCCINFOTEC,INE938A01021,2026-09-07
9477,LCL,INE0QJW01029,2026-09-07
10134,LEAPIND,INE00GO01025,2026-09-07
10724,LEENEE,INE791B01014,2026-09-07
9407,LEMERITE,INE0G1L01025,2026-09-07
800,LEMONTREE,INE970X01018,2026-09-07
9353,LENSKART,INE956O01016,2026-09-07
9727,LEXUS,INE500X01013,2026-09-07
801,LFIC,INE850E01012,2026-09-07
802,LGBBROSLTD,INE337A01034,2026-09-07
803,LGBFORGE,,2026-09-07
9582,LGEINDIA,INE324D01010,2026-09-07
10203,LGHL,INE258Y01016,2026-09-07
9298,LIBAS,INE908V01012,2026-09-07
804,LIBERTSHOE,INE557B01019,2026-09-07
805,LICHSGFIN,INE115A01026,2026-09-07
9894,LICI,INE0J1Y01017,2026-09-07
47583,LICMFGOLD,,2026-09-07
806,LICNETFGSC,,2026-09-07
807,LICNETFN50,,2026-09-07
12762,LICNETFSEN,,2026-09-07
808,LICNFNHGP,,2026-09-07
303460,LICNMID100,,2026-09-07
11427,LIKHITHA,INE060901027,2026-09-07
10711,LINC,INE802B01027,2026-09-07
809,LINCOLN,INE405C01035,2026-09-07
810,LINCPEN,,2026-09-07
811,LINDEINDIA,INE473A01011,2026-09-07
1018134,LIQGRWBEES,,2026-09-07
47592,LIQUID,,2026-09-07
342879,LIQUID1,,2026-09-07
361184,LIQUIDADD,,2026-09-07
812,LIQUIDBEES,,2026-09-07
1612123,LIQUIDBETA,,2026-09-07
441918,LIQUIDBETF,,2026-09-07
271206,LIQUIDCASE,,2026-09-07
813,LIQUIDETF,,2026-09-07
226109,LIQUIDIETF,,2026-09-07
663818,LIQUIDPLUS,,2026-09-07
164765,LIQUIDSBI,,2026-09-07
491923,LIQUIDSHRI,,2026-09-07
9410,LKPSEC,INE341H01023,2026-09-07
9501,LLOYDSENGG,INE093R01011,2026-09-07
9334,LLOYDSENT,INE080I01025,2026-09-07
10091,LLOYDSME,INE281B01032,2026-09-07
10303,LMW,INE269B01029,2026-09-07
10188,LODHA,INE670K01029,2026-09-07
814,LOKESHMACH,INE397H01017,2026-09-07
10236,LORDSCHLO,INE846D01012,2026-09-07
11116,LOTUSCHO,INE026D01011,2026-09-07
11048,LOTUSDEV,INE0V9Q01010,2026-09-07
815,LOTUSEYE,INE947I01017,2026-09-07
816,LOVABLE,INE597L01014,2026-09-07
88489,LOWVOL,,2026-09-07
342892,LOWVOL1,,2026-09-07
226118,LOWVOLIETF,,2026-09-07
9504,LOYALTEX,INE970D01010,2026-09-07
3911,LPDC,INE197J01017,2026-09-07
817,LSIL,,2026-09-07
818,LT,INE018A01030,2026-09-07
10361,LTF,INE498L01015,2026-09-07
10267,LTFOODS,INE818H01020,2026-09-07
12777,LTGILTBEES,,2026-09-07
1053441,LTGILTCASE,,2026-09-07
819,LTI,,2026-09-07
12778,LTIM,,2026-09-07
10775,LTM,INE214T01019,2026-09-07
820,LTTS,INE010V01017,2026-09-07
821,LUMAXIND,INE162B01018,2026-09-07
822,LUMAXTECH,INE872H01027,2026-09-07
10300,LUMINO,INE185Q01025,2026-09-07
823,LUPIN,INE326A01037,2026-09-07
824,LUXIND,INE150G01020,2026-09-07
9721,LXCHEM,INE576O01020,2026-09-07
825,LYKALABS,INE933A01014,2026-09-07
826,LYPSAGEMS,,2026-09-07
827,M&M,INE101A01026,2026-09-07
828,M&MFIN,INE774D01024,2026-09-07
829,M100,,2026-09-07
830,M50,,2026-09-07
831,MAANALU,INE215I01027,2026-09-07
11073,MACPOWER,INE155Z01011,2026-09-07
832,MADHAV,INE925C01016,2026-09-07
10892,MADHAVIPL,INE631R01026,2026-09-07
833,MADHUCON,INE378D01032,2026-09-07
834,MADRASFERT,INE414A01015,2026-09-07
12792,MAESGETF,,2026-09-07
12793,MAFANG,,2026-09-07
10637,MAFATIND,INE270B01035,2026-09-07
12794,MAFSETF,,2026-09-07
835,MAGADSUGAR,INE347W01011,2026-09-07
836,MAGMA,,2026-09-07
837,MAGNUM,INE387I01016,2026-09-07
12796,MAGOLDETF,,2026-09-07
12797,MAGS813ETF,,2026-09-07
838,MAHABANK,INE457A01014,2026-09-07
10797,MAHAPEXLTD,INE843B01013,2026-09-07
9351,MAHASTEEL,INE451L01014,2026-09-07
839,MAHEPC,INE215D01010,2026-09-07
840,MAHESHWARI,INE263W01010,2026-09-07
841,MAHINDCIE,,2026-09-07
12800,MAHKTECH,,2026-09-07
842,MAHLIFE,INE813A01018,2026-09-07
843,MAHLOG,INE766P01016,2026-09-07
844,MAHSCOOTER,INE288A01013,2026-09-07
845,MAHSEAMLES,INE271B01025,2026-09-07
846,MAITHANALL,INE683C01011,2026-09-07
11304,MAJESAUT,INE201B01022,2026-09-07
847,MAJESCO,,2026-09-07
88517,MAKEINDIA,,2026-09-07
10143,MAKERSL,INE987A01010,2026-09-07
10605,MALLCOM,INE389C01015,2026-09-07
848,MALUPAPER,INE383H01017,2026-09-07
12808,MAM150ETF,,2026-09-07
9774,MAMATA,INE0TO701015,2026-09-07
12809,MAMFGETF,,2026-09-07
849,MAN50ETF,,2026-09-07
850,MANAKALUCO,INE859Q01017,2026-09-07
2397,MANAKCOAT,INE830Q01018,2026-09-07
10015,MANAKSIA,INE015D01022,2026-09-07
851,MANAKSTEEL,INE824Q01011,2026-09-07
852,MANALIPETC,INE201A01024,2026-09-07
853,MANAPPURAM,INE522D01027,2026-09-07
11312,MANBA,INE939X01013,2026-09-07
1658249,MANBRO,,2026-09-07
10824,MANCREDIT,INE545L01039,2026-09-07
854,MANGALAM,INE584F01014,2026-09-07
855,MANGCHEFER,,2026-09-07
856,MANGLMCEM,INE347A01017,2026-09-07
1861133,MANGTIMBER,,2026-09-07
857,MANINDS,INE993A01026,2026-09-07
858,MANINFRA,INE949H01023,2026-09-07
9588,MANIPALHOS,INE459N01021,2026-09-07
9936,MANKIND,INE634S01028,2026-09-07
10153,MANOMAY,INE784W01015,2026-09-07
