stock_id,symbol,isin,first_seen
11057,COFFEEDAY,INE335K01011,2026-09-07
9973,COFORGE,INE591G01025,2026-09-07
10706,COHANCE,INE03QK01018,2026-09-07
285,COLPAL,INE259A01022,2026-09-07
11512,COMFINTE,INE819A01049,2026-09-07
225478,COMMOIETF,,2026-09-07
9404,COMPEAU,INE823B01015,2026-09-07
286,COMPINFO,,2026-09-07
287,COMPUSOFT,INE453B01029,2026-09-07
9443,COMSYN,INE073V01015,2026-09-07
288,CONCOR,INE111A01025,2026-09-07
10304,CONCORDBIO,INE338H01029,2026-09-07
289,CONFIPET,INE552D01024,2026-09-07
342265,CONS,,2026-09-07
290,CONSOFINVT,INE025A01027,2026-09-07
1582773,CONSUMAXIS,,2026-09-07
12152,CONSUMBEES,,2026-09-07
729924,CONSUMER,,2026-09-07
225484,CONSUMIETF,,2026-09-07
291,CONTROLPR,INE663B01015,2026-09-07
292,CORALFINAC,INE558D01021,2026-09-07
10884,CORDELIA,INE0LZF01039,2026-09-07
293,CORDSCABLE,INE792I01017,2026-09-07
294,COROMANDEL,INE169A01031,2026-09-07
11343,CORONA,INE02ZQ01018,2026-09-07
1696618,CORPBANK,,2026-09-07
295,COSMOFILMS,,2026-09-07
10195,COSMOFIRST,INE757A01017,2026-09-07
296,COUNCODOS,INE695B01025,2026-09-07
1696621,COX&KINGS,,2026-09-07
10847,CPCAP,INE521J01018,2026-09-07
10365,CPEDU,INE0P6P01016,2026-09-07
11821,CPL,INE536P01021,2026-09-07
10759,CPPLUS,INE819V01029,2026-09-07
297,CPSEETF,,2026-09-07
9549,CRAFTSMAN,INE00LO01017,2026-09-07
11788,CRAMC,INE218I01013,2026-09-07
9465,CRAVATEX,INE145E01017,2026-09-07
298,CREATIVE,,2026-09-07
10327,CREATIVEYE,INE230B01021,2026-09-07
299,CREDITACC,INE741K01010,2026-09-07
300,CREST,INE559D01011,2026-09-07
2175881,CRESTO,,2026-09-13
301,CRISIL,INE007A01025,2026-09-07
10744,CRIZAC,INE0S4R01014,2026-09-07
1696626,CRMFGETF,,2026-09-07
302,CROMPTON,INE299U01018,2026-09-07
10087,CROWN,INE491V01019,2026-09-07
9370,CRSL,INE716D01033,2026-09-07
303,CSBBANK,INE679A01013,2026-09-07
10297,CSLFINANCE,INE718F01018,2026-09-07
10600,CSM,INE0ZK601013,2026-09-07
304,CTE,INE627H01017,2026-09-07
305,CUB,INE491A01021,2026-09-07
9939,CUBEXTUB,INE144D01012,2026-09-07
306,CUMMINSIND,INE298A01020,2026-09-07
307,CUPID,INE509F01029,2026-09-07
10983,CURAA,INE117B01020,2026-09-07
9592,CYBERMEDIA,INE278G01037,2026-09-07
308,CYBERTECH,INE214A01019,2026-09-07
309,CYIENT,INE136B01020,2026-09-07
11346,CYIENTDLM,INE055S01018,2026-09-07
310,DAAWAT,,2026-09-07
311,DABUR,INE016A01026,2026-09-07
11537,DAICHI,INE928C01010,2026-09-07
312,DALBHARAT,INE00R701025,2026-09-07
313,DALMIASUG,INE495A01022,2026-09-07
9389,DAMCAPITAL,INE284H01025,2026-09-07
314,DAMODARIND,INE497D01022,2026-09-07
9414,DANGEE,INE688Y01022,2026-09-07
315,DATAMATICS,INE365B01017,2026-09-07
11557,DATAPATTNS,INE0IX101010,2026-09-07
11802,DAVANGERE,INE179G01029,2026-09-07
316,DBCORP,INE950I01011,2026-09-07
11569,DBEIL,INE0OPA01027,2026-09-07
317,DBL,INE917M01012,2026-09-07
11354,DBOL,INE0I3401014,2026-09-07
318,DBREALTY,INE879I01012,2026-09-07
1867,DBSTOCKBRO,INE921B01025,2026-09-07
319,DCAL,INE385W01011,2026-09-07
320,DCBBANK,INE503A01015,2026-09-07
10516,DCI,INE0A1101019,2026-09-07
321,DCM,INE498A01018,2026-09-07
9279,DCMFINSERV,INE891B01012,2026-09-07
322,DCMNVL,INE08KP01019,2026-09-07
323,DCMSHRIRAM,INE499A01024,2026-09-07
10288,DCMSIL,INE0OU201013,2026-09-07
11308,DCMSRIND,INE843D01027,2026-09-07
324,DCW,INE500A01029,2026-09-07
10764,DCXINDIA,INE0KL801015,2026-09-07
10374,DDEVPLSTIK,INE0HR601026,2026-09-07
325,DECCANCE,INE583C01021,2026-09-07
9278,DECNGOLD,INE945F01025,2026-09-07
9725,DEEDEV,INE841L01016,2026-09-07
9614,DEEP,INE00IY01012,2026-09-07
2170632,DEEPA,,2026-09-13
326,DEEPAKFERT,INE501A01019,2026-09-07
327,DEEPAKNTR,INE288B01029,2026-09-07
169511,DEEPENR,,2026-09-07
328,DEEPIND,,2026-09-07
10916,DEEPINDS,INE0FHS01024,2026-09-07
1348411,DEFENCE,,2026-09-07
10038,DELHIVERY,INE148O01028,2026-09-07
11644,DELPHIFX,INE726L01027,2026-09-07
329,DELTACORP,INE124G01033,2026-09-07
330,DELTAMAGNT,INE393A01011,2026-09-07
331,DEN,INE947J01015,2026-09-07
332,DENORA,INE244A01016,2026-09-07
9687,DENTA,INE0R4L01018,2026-09-07
11260,DEVIT,INE060X01034,2026-09-07
11169,DEVX,INE0VOV01021,2026-09-07
10228,DEVYANI,INE872J01023,2026-09-07
333,DFMFOODS,,2026-09-07
334,DGCONTENT,INE03JI01017,2026-09-07
9496,DHABRIYA,INE260R01016,2026-09-07
335,DHAMPURSUG,INE041A01016,2026-09-07
336,DHANBANK,INE680A01011,2026-09-07
12206,DHANI,,2026-09-07
337,DHANUKA,INE435G01025,2026-09-07
11721,DHARMAJ,INE00OQ01016,2026-09-07
338,DHARSUGAR,,2026-09-07
10601,DHATRE,INE715T01031,2026-09-07
339,DHFL,,2026-09-07
10895,DHOOTTRANS,INE01NH01023,2026-09-07
10080,DHRUV,INE506Z01015,2026-09-07
340,DHUNINV,INE320L01011,2026-09-07
10283,DIACABS,INE989C01038,2026-09-07
10747,DIAMINESQ,INE591D01014,2026-09-07
341,DIAMONDYD,INE393P01035,2026-09-07
342,DICIND,INE303A01010,2026-09-07
9301,DIFFNKG,INE184O01015,2026-09-07
9867,DIGIDRIVE,INE0PSC01024,2026-09-07
343,DIGISPICE,INE927C01020,2026-09-07
9367,DIGITIDE,INE0U4701011,2026-09-07
10093,DIGJAMLMTD,INE731U01028,2026-09-07
12214,DIL,,2026-09-07
9281,DISAQ,INE131C01011,2026-09-07
344,DISHTV,INE836F01026,2026-09-07
9989,DIVGIITTS,INE753U01022,2026-09-07
1245404,DIVIDEND,,2026-09-07
345,DIVISLAB,INE361B01024,2026-09-07
12218,DIVOPPBEES,,2026-09-07
346,DIXON,INE935N01020,2026-09-07
11288,DJML,INE0B1K01014,2026-09-07
347,DLF,INE271C01023,2026-09-07
348,DLINKINDIA,INE250K01012,2026-09-07
9424,DMART,INE192R01011,2026-09-07
10469,DMCC,INE505A01010,2026-09-07
349,DNAMEDIA,INE016M01021,2026-09-07
10935,DODLA,INE021O01019,2026-09-07
350,DOLAT,,2026-09-07
10945,DOLATALGO,INE966A01022,2026-09-07
351,DOLLAR,INE325C01035,2026-09-07
2178609,DOLLEX,,2026-09-13
9593,DOLPHIN,INE920A01037,2026-09-07
11603,DOMS,INE321T01012,2026-09-07
352,DONEAR,INE668D01028,2026-09-07
11257,DPABHUSHAN,INE266Y01019,2026-09-07
353,DPSCLTD,INE360C01024,2026-09-07
354,DPWIRES,INE864X01013,2026-09-07
1804774,DQE,,2026-09-07
11113,DRAGARWQ,INE934C01018,2026-09-07
11604,DRCSYSTEMS,INE03RS01027,2026-09-07
11102,DREAMFOLKS,INE0JS101016,2026-09-07
355,DREDGECORP,INE506A01018,2026-09-07
356,DRREDDY,INE089A01031,2026-09-07
9512,DSFCL,INE0OFM01015,2026-09-07
11307,DSKULKARNI,INE891A01022,2026-09-07
12237,DSPBANKETF,,2026-09-07
12238,DSPGOLDETF,,2026-09-07
26232,DSPITETF,,2026-09-07
12239,DSPN50ETF,,2026-09-07
12240,DSPNEWETF,,2026-09-07
50530,DSPPSBKETF,,2026-09-07
50531,DSPPVBKETF,,2026-09-07
12241,DSPQ50ETF,,2026-09-07
50533,DSPSENXETF,,2026-09-07
12242,DSPSILVETF,,2026-09-07
357,DSSL,INE417B01040,2026-09-07
358,DTIL,INE341R01014,2026-09-07
10555,DUCON,INE741L01018,2026-09-07
10271,DUCON-RE1,INE741L20034,2026-09-07
359,DVL,INE477B01010,2026-09-07
360,DWARKESH,INE366A01041,2026-09-07
9771,DYCL,INE600Y01019,2026-09-07
361,DYNAMATECH,INE221B01012,2026-09-07
362,DYNPRO,INE256H01015,2026-09-07
11506,E2E,INE255Z01027,2026-09-07
9978,EASEMYTRIP,INE07O001026,2026-09-07
363,EASTSILK,INE962C01035,2026-09-07
10046,EASTWEST,INE595R01023,2026-09-07
8095,EBANK,,2026-09-07
1637879,EBANK10,,2026-09-07
584106,EBANKNIFTY,,2026-09-07
364,EBBETF0423,,2026-09-07
12252,EBBETF0425,,2026-09-07
365,EBBETF0430,,2026-09-07
12254,EBBETF0431,,2026-09-07
12255,EBBETF0433,,2026-09-07
11042,EBGNG,INE18JU01028,2026-09-07
10400,EBIX,INE432F01032,2026-09-07
1939000,EBIXFOREX,,2026-09-07
735982,ECAPINSURE,,2026-09-07
366,ECLERX,INE738I01010,2026-09-07
10464,ECORECO,INE316A01038,2026-09-07
10398,ECOSMOBLTY,INE06HJ01020,2026-09-07
367,EDELWEISS,INE532F01054,2026-09-07
9277,EFCIL,INE886D01026,2026-09-07
174976,EGOLD,,2026-09-07
368,EICHERMOT,INE066A01021,2026-09-07
369,EIDPARRY,INE126A01031,2026-09-07
11759,EIEL,INE0LLY01014,2026-09-07
11201,EIFFL,INE546V01010,2026-09-07
370,EIHAHOTELS,INE276C01014,2026-09-07
371,EIHOTEL,INE230A01023,2026-09-07
372,EIMCOELECO,INE158B01016,2026-09-07
373,EKC,INE184H01027,2026-09-07
11164,EKI,INE0CPR01018,2026-09-07
9373,ELANTAS,INE280B01018,2026-09-07
10269,ELCIDIN,INE927X01018,2026-09-07
9385,ELDEHSG,INE668G01021,2026-09-07
374,ELECON,INE205B01031,2026-09-07
375,ELECTCAST,INE086A01029,2026-09-07
376,ELECTHERM,INE822G01016,2026-09-07
377,ELGIEQUIP,INE285A01027,2026-09-07
378,ELGIRUBCO,INE819L01012,2026-09-07
10973,ELIN,INE050401020,2026-09-07
1129776,ELIQUID,,2026-09-07
10663,ELITECON,INE669R01026,2026-09-07
11623,ELLEN,INE236E01022,2026-09-07
1080432,ELM250,,2026-09-07
1637910,ELMDIV,,2026-09-07
10503,ELPROINTL,INE579B01039,2026-09-07
379,EMAMILTD,INE548C01032,2026-09-07
380,EMAMIPAP,INE830C01026,2026-09-07
381,EMAMIREAL,INE778K01012,2026-09-07
11817,EMBDL,INE069I01010,2026-09-07
10925,EMCURE,INE168P01015,2026-09-07
1623451,EMETAL,,2026-09-07
9396,EMIL,INE02YR01019,2026-09-07
382,EMKAY,INE296H01011,2026-09-07
383,EMMBI,INE753K01015,2026-09-07
11478,EMMVEE,INE1C6T01020,2026-09-07
9737,EMPIND,INE515H01014,2026-09-07
11363,EMPOWER,INE507F01023,2026-09-07
10100,EMSLIMITED,INE0OV601013,2026-09-07
10276,EMUDHRA,INE01QM01018,2026-09-07
655612,EMULTIMQ,,2026-09-07
384,ENDURANCE,INE913H01037,2026-09-07
1184755,ENERGY,,2026-09-07
1689100,ENERGYAXIS,,2026-09-07
385,ENERGYDEV,INE306C01019,2026-09-07
1512401,ENEXT50,,2026-09-07
386,ENGINERSIN,INE510A01028,2026-09-07
1207825,ENIFTY,,2026-09-07
387,ENIL,INE265F01028,2026-09-07
9643,ENKEIWHEL,INE130L01014,2026-09-07
9836,ENRIN,INE1NPP01017,2026-09-07
10270,ENTERO,INE010601016,2026-09-07
1696705,EON,,2026-09-07
9875,EPACK,INE0G5901015,2026-09-07
11765,EPACKPEB,INE0MLS01022,2026-09-07
11191,EPIGRAL,INE071N01016,2026-09-07
10500,EPL,INE255A01020,2026-09-07
3482,EQ30,,2026-09-07
832719,EQUAL200,,2026-09-07
912363,EQUAL50,,2026-09-07
299412,EQUAL50ADD,,2026-09-07
9546,EQUIPPP,INE217G01035,2026-09-07
388,EQUITAS,,2026-09-07
11730,EQUITASBNK,INE063P01018,2026-09-07
389,ERIS,INE406M01024,2026-09-07
390,EROSMEDIA,,2026-09-07
391,ESABINDIA,INE284A01012,2026-09-07
9906,ESAFSFB,INE818W01011,2026-09-07
392,ESCORTS,INE042A01014,2026-09-07
10420,ESDS,INE0DRI01029,2026-09-07
1207841,ESENSEX,,2026-09-07
88023,ESG,,2026-09-07
193058,ESILVER,,2026-09-07
393,ESSARSHPNG,INE122M01019,2026-09-07
394,ESSELPACK,,2026-09-07
10986,ESSENTIA,INE418N01035,2026-09-07
395,ESTER,INE778B01029,2026-09-07
10160,ETERNAL,INE758T01015,2026-09-07
9798,ETHOSLTD,INE04TZ01018,2026-09-07
9816,EUREKAFORB,INE0KCE01017,2026-09-07
9766,EUROBOND,INE505V01016,2026-09-07
396,EUROMULTI,,2026-09-07
10471,EUROPRATIK,INE198501012,2026-09-07
397,EUROTEXIND,INE022C01012,2026-09-07
10583,EVEREADY,INE128A01029,2026-09-07
398,EVERESTIND,INE295A01018,2026-09-07
870356,EVIETF,,2026-09-07
500995,EVINDIA,,2026-09-07
399,EXCEL,,2026-09-07
400,EXCELINDUS,INE369A01029,2026-09-07
10930,EXCELSOFT,INE606N01019,2026-09-07
11068,EXICOM,INE777F01014,2026-09-07
401,EXIDEIND,INE302A01020,2026-09-07
402,EXPLEOSOL,INE201K01015,2026-09-07
10492,EXXARO,INE0GFE01026,2026-09-07
9713,FABTECH,INE0HF201011,2026-09-07
403,FACT,INE188A01015,2026-09-07
404,FAIRCHEM,,2026-09-07
11323,FAIRCHEMOR,INE0DNW01011,2026-09-07
10187,FAZE3Q,INE963C01033,2026-09-07
405,FCL,INE045J01034,2026-09-07
406,FCONSUMER,,2026-09-07
407,FCSSOFT,INE512B01022,2026-09-07
408,FDC,INE258B01022,2026-09-07
11509,FEDDERSHOL,INE417D01020,2026-09-07
409,FEDERALBNK,INE171A01029,2026-09-07
10668,FEDFINA,INE007N01010,2026-09-07
410,FEL,,2026-09-07
411,FELDVR,,2026-09-07
11161,FERMENTA,INE225B01021,2026-09-07
11085,FIBERWEB,INE296C01020,2026-09-07
412,FIEMIND,INE737H01014,2026-09-07
413,FILATEX,INE816B01035,2026-09-07
11772,FILATFASH,INE185E01021,2026-09-07
414,FINCABLES,INE235A01022,2026-09-07
415,FINEORG,INE686Y01026,2026-09-07
225653,FINIETF,,2026-09-07
10520,FINKURVE,INE734I01027,2026-09-07
10385,FINOPB,INE02NC01014,2026-09-07
416,FINPIPE,INE183A01024,2026-09-07
10616,FIRSTCRY,INE02RE01045,2026-09-07
10166,FISCHER,INE771F01041,2026-09-07
9928,FIVESTAR,INE128S01021,2026-09-07
10961,FLAIR,INE00Y201027,2026-09-07
1138996,FLEXIADD,,2026-09-07
417,FLEXITUFF,INE060J01017,2026-09-07
418,FLFL,,2026-09-07
419,FLUOROCHEM,INE09N301011,2026-09-07
1510003,FMCGADD,,2026-09-07
225660,FMCGIETF,,2026-09-07
420,FMGOETZE,INE529A01010,2026-09-07
421,FMNL,INE360L01017,2026-09-07
9605,FOCUS,INE593W01028,2026-09-07
10133,FOODSIN,INE976E01023,2026-09-07
422,FORCEMOT,INE451A01017,2026-09-07
423,FORTIS,INE061F01013,2026-09-07
424,FOSECOIND,INE519A01011,2026-09-07
9550,FRACTAL,INE212S01015,2026-09-07
10079,FREDUN,INE194R01017,2026-09-07
425,FRETAIL,,2026-09-07
10402,FRONTSP,INE572D01014,2026-09-07
426,FSC,,2026-09-07
427,FSL,INE684F01012,2026-09-07
10537,FUSION,INE139R01012,2026-09-07
2157287,G5,,2026-09-07
428,GABRIEL,INE524A01029,2026-09-07
429,GAEL,INE036B01030,2026-09-07
430,GAIL,INE129A01019,2026-09-07
10808,GAJA,INE18UN01038,2026-09-07
431,GAL,,2026-09-07
9559,GALAPREC,INE0RE001014,2026-09-07
432,GALAXYSURF,INE600K01018,2026-09-07
433,GALLANTT,INE297H01019,2026-09-07
434,GALLISPAT,,2026-09-07
435,GAMMNINFRA,,2026-09-07
11498,GANDHAR,INE717W01049,2026-09-07
436,GANDHITUBE,INE524B01027,2026-09-07
437,GANECOS,INE845D01014,2026-09-07
10801,GANESHBE,INE388A01029,2026-09-07
9924,GANESHCP,INE652V01016,2026-09-07
10051,GANESHHOU,INE460C01014,2026-09-07
438,GANESHHOUC,,2026-09-07
11447,GANGAFORGE,INE691Z01023,2026-09-07
439,GANGESSECU,INE335W01016,2026-09-07
1696753,GARDENSILK,,2026-09-07
440,GARFIBRES,INE276A01018,2026-09-07
10491,GARUDA,INE0JVO01026,2026-09-07
11536,GATECH,INE224E01028,2026-09-07
11376,GATECHDVR,INE224E01036,2026-09-07
9729,GATEWAY,INE079J01017,2026-09-07
441,GATI,,2026-09-07
11767,GAUDIUMIVF,INE0P8B01020,2026-09-07
442,GAYAHWS,INE287Z01012,2026-09-07
443,GAYAPROJ,INE336H01023,2026-09-07
444,GBGLOBAL,,2026-09-07
10396,GCSL,INE199P01028,2026-09-07
445,GDL,,2026-09-07
446,GEECEE,INE916G01016,2026-09-07
447,GEEKAYWIRE,INE669X01032,2026-09-07
10248,GEMAROMA,INE06XZ01023,2026-09-07
9538,GENCON,INE854S01022,2026-09-07
448,GENESYS,INE727B01026,2026-09-07
12336,GENSOL,,2026-09-07
449,GENUSPAPER,INE949P01018,2026-09-07
450,GENUSPOWER,INE955D01029,2026-09-07
451,GEOJITFSL,INE007B01023,2026-09-07
452,GEPIL,,2026-09-07
453,GESHIP,INE017A01032,2026-09-07
454,GET&D,,2026-09-07
455,GFLLIMITED,INE538A01037,2026-09-07
10103,GFSTEELS,INE534A01028,2026-09-07
456,GHCL,INE539A01019,2026-09-07
10875,GHCLTEXTIL,INE0PA801013,2026-09-07
457,GICHSGFIN,INE289B01019,2026-09-07
10016,GICL,INE947T01022,2026-09-07
458,GICRE,INE481Y01014,2026-09-07
459,GILLANDERS,INE047B01011,2026-09-07
460,GILLETTE,INE322A01010,2026-09-07
1252718,GILT10BETA,,2026-09-07
1252719,GILT5BETA,,2026-09-07
12349,GILT5YBEES,,2026-09-07
461,GINNIFILA,INE424C01010,2026-09-07
462,GIPCL,INE162A01010,2026-09-07
1710149,GISOLUTION,,2026-09-07
9584,GKB,INE265D01015,2026-09-07
11475,GKENERGY,INE1AG301022,2026-09-07
9616,GKSL,INE0V0W01025,2026-09-07
463,GKWLIMITED,INE528A01020,2026-09-07
10183,GLAND,INE068V01023,2026-09-07
464,GLAXO,INE159A01016,2026-09-07
465,GLENMARK,INE935A01035,2026-09-07
11483,GLFL,INE540A01017,2026-09-07
10033,GLOBAL,INE291W01037,2026-09-07
10937,GLOBALE,INE0URU01010,2026-09-07
466,GLOBALVECT,INE792H01019,2026-09-07
10338,GLOBE,INE581X01021,2026-09-07
10836,GLOBECIVIL,INE0V3U01015,2026-09-07
467,GLOBOFFS,,2026-09-07
468,GLOBUSSPR,INE615I01010,2026-09-07
9637,GLOSTERLTD,INE350Z01018,2026-09-07
11227,GLOTTIS,INE0TQE01026,2026-09-07
12356,GLS,,2026-09-07
469,GMBREW,INE075D01018,2026-09-07
470,GMDCLTD,INE131A01031,2026-09-07
471,GMMPFAUDLR,INE541A01023,2026-09-07
10687,GMRAIRPORT,INE776C01039,2026-09-07
472,GMRINFRA,,2026-09-07
11495,GMRP&UI,INE0CU601026,2026-09-07
473,GNA,INE934S01014,2026-09-07
474,GNFC,INE113A01013,2026-09-07
10621,GNRL,INE207H01018,2026-09-07
475,GOACARBON,INE426D01013,2026-09-07
476,GOCLCORP,INE077F01035,2026-09-07
11372,GOCOLORS,INE0BJS01011,2026-09-07
11243,GODAVARIB,INE497S01012,2026-09-07
477,GODFRYPHLP,INE260B01028,2026-09-07
403583,GODHA,,2026-09-07
11067,GODIGIT,INE03JT01014,2026-09-07
478,GODREJAGRO,INE850D01014,2026-09-07
479,GODREJCP,INE102D01028,2026-09-07
480,GODREJIND,INE233A01035,2026-09-07
481,GODREJPROP,INE484J01027,2026-09-07
482,GOKEX,INE887G01027,2026-09-07
483,GOKUL,INE020J01029,2026-09-07
484,GOKULAGRO,INE314T01033,2026-09-07
377376,GOLD1,,2026-09-07
832833,GOLD360,,2026-09-07
1236150,GOLDADD,,2026-09-07
1583081,GOLDAXIS,,2026-09-07
485,GOLDBEES,,2026-09-07
1252759,GOLDBETA,,2026-09-07
1233786,GOLDBND,,2026-09-07
319154,GOLDCASE,,2026-09-07
486,GOLDENTOBC,,2026-09-07
88113,GOLDETF,,2026-09-07
299517,GOLDETFADD,,2026-09-07
487,GOLDIAM,INE025B01025,2026-09-07
225730,GOLDIETF,,2026-09-07
488,GOLDSHARE,,2026-09-07
489,GOLDTECH,INE805A01014,2026-09-07
490,GOODLUCK,INE127I01024,2026-09-07
9830,GOODYEAR,INE533A01012,2026-09-07
11398,GOPAL,INE0L9R01028,2026-09-07
9690,GOYALALUM,INE705X01026,2026-09-07
491,GPIL,INE177H01039,2026-09-07
492,GPPL,INE517F01014,2026-09-07
9748,GPTHEALTH,INE486R01017,2026-09-07
493,GPTINFRA,INE390G01014,2026-09-07
10458,GRADIENTE,INE361K01017,2026-09-07
10604,GRANDOAK,INE926B01016,2026-09-07
494,GRANULES,INE101D01020,2026-09-07
495,GRAPHITE,INE371A01025,2026-09-07
496,GRASIM,INE047A01021,2026-09-07
10408,GRAUWEIL,INE266D01021,2026-09-07
10233,GRAVISSHO,INE214F01026,2026-09-07
497,GRAVITA,INE024L01027,2026-09-07
498,GREAVESCOT,INE224A01026,2026-09-07
499,GREENLAM,INE544R01021,2026-09-07
500,GREENPANEL,INE08ZM01014,2026-09-07
501,GREENPLY,INE461C01038,2026-09-07
502,GREENPOWER,INE999K01014,2026-09-07
503,GRINDWELL,INE536A01023,2026-09-07
10438,GRINFRA,INE201P01022,2026-09-07
9746,GRMOVER,INE192H01020,2026-09-07
504,GROBTEA,INE646C01018,2026-09-07
537546,GROWEV,,2026-09-07
11706,GROWW,INE0HOQ01053,2026-09-07
1219669,GROWWCAPM,,2026-09-07
1290941,GROWWCHEM,,2026-09-07
619460,GROWWDEFNC,,2026-09-07
554567,GROWWEV,,2026-09-07
636637,GROWWGOLD,,2026-09-07
1372898,GROWWHOSPI,,2026-09-07
598981,GROWWLIQID,,2026-09-07
960562,GROWWLOVOL,,2026-09-07
1189521,GROWWMC150,,2026-09-07
1250412,GROWWMETAL,,2026-09-07
883105,GROWWMOM50,,2026-09-07
812508,GROWWN200,,2026-09-07
985084,GROWWNET,,2026-09-07
1011630,GROWWNIFTY,,2026-09-07
1061460,GROWWNXT50,,2026-09-07
1036327,GROWWPOWER,,2026-09-07
1334232,GROWWPSE,,2026-09-07
1411856,GROWWPSUBK,,2026-09-07
784103,GROWWRAIL,,2026-09-07
1127698,GROWWRLTY,,2026-09-07
1162062,GROWWSC250,,2026-09-07
925129,GROWWSLVR,,2026-09-07
505,GRPLTD,INE137I01015,2026-09-07
506,GRSE,INE382Z01011,2026-09-07
1696814,GRUH,,2026-09-07
10553,GRWRHITECH,INE291A01017,2026-09-07
507,GSCLCEMENT,,2026-09-07
547037,GSEC10ABSL,,2026-09-07
1665599,GSEC10ADD,,2026-09-07
225751,GSEC10IETF,,2026-09-07
89822,GSEC10YEAR,,2026-09-07
225753,GSEC5IETF,,2026-09-07
508,GSFC,INE026A01025,2026-09-07
509,GSKCONS,,2026-09-07
9377,GSLSU,INE0JSX01015,2026-09-07
11155,GSPCROP,INE713R01022,2026-09-07
510,GSPL,,2026-09-07
511,GSS,INE871H01011,2026-09-07
9378,GTECJAINX,INE586X01012,2026-09-07
512,GTL,INE043A01012,2026-09-07
513,GTLINFRA,INE221H01019,2026-09-07
514,GTNIND,,2026-09-07
1696823,GTNTEX,,2026-09-07
515,GTPL,INE869I01013,2026-09-07
516,GUFICBIO,INE742B01025,2026-09-07
517,GUJALKALI,INE186A01019,2026-09-07
518,GUJAPOLLO,INE826C01016,2026-09-07
10630,GUJENERGY,INE844O01030,2026-09-07
519,GUJGASLTD,,2026-09-07
10480,GUJRAFFIA,INE610B01024,2026-09-07
9524,GUJTHEM,INE942C01045,2026-09-07
520,GULFOILLUB,INE635Q01029,2026-09-07
521,GULFPETRO,INE586G01017,2026-09-07
522,GULPOLY,INE255D01024,2026-09-07
523,GVKPIL,INE251H01024,2026-09-07
10701,GVPIL,INE878A01011,2026-09-07
9993,GVPTECH,INE382T01030,2026-09-07
11430,GVT&D,INE200A01026,2026-09-07
9770,GYFTR,INE724A01017,2026-09-07
524,HAL,INE066F01020,2026-09-07
10638,HALDER,INE115S01010,2026-09-07
10987,HALDYNGL,INE506D01020,2026-09-07
9525,HALEOSLABS,INE320X01016,2026-09-07
11669,HAMPTON,INE299D01022,2026-09-07
10735,HAPPSTMNDS,INE419U01012,2026-09-07
11386,HAPPYFORGE,INE330T01021,2026-09-07
11805,HARDWYN,INE626Z01029,2026-09-07
9558,HARIOMPIPE,INE00EV01017,2026-09-07
525,HARITASEAT,,2026-09-07
526,HARRMALAYA,INE544A01019,2026-09-07
10237,HARSHA,INE0JUS01029,2026-09-07
527,HATHWAY,INE982F01036,2026-09-07
528,HATSUN,INE473B01035,2026-09-07
529,HAVELLS,INE176B01034,2026-09-07
10708,HAVISHA,INE293B01029,2026-09-07
11605,HAWKINCOOK,INE979B01015,2026-09-07
11340,HAZOOR,INE550F01049,2026-09-07
2035790,HBANKETF,,2026-09-07
9709,HBESD,INE640B01021,2026-09-07
10110,HBLENGINE,INE292B01021,2026-09-07
530,HBLPOWER,,2026-09-07
11448,HBPOR,INE638B01025,2026-09-07
11579,HBSL,INE550B01022,2026-09-07
531,HCC,INE549A01026,2026-09-07
532,HCG,INE075I01017,2026-09-07
533,HCL-INSYS,INE236A01020,2026-09-07
534,HCLTECH,INE860A01027,2026-09-07
11692,HDBFS,INE756I01012,2026-09-07
535,HDFC,,2026-09-07
536,HDFCAMC,INE127D01025,2026-09-07
537,HDFCBANK,INE040A01034,2026-09-07
12432,HDFCBSE500,,2026-09-07
12433,HDFCGOLD,,2026-09-07
12434,HDFCGROWTH,,2026-09-07
538,HDFCLIFE,INE795G01014,2026-09-07
86480,HDFCLIQUID,,2026-09-07
12436,HDFCLOWVOL,,2026-09-07
539,HDFCMFGETF,,2026-09-07
12437,HDFCMID150,,2026-09-07
12438,HDFCMOMENT,,2026-09-07
12439,HDFCNEXT50,,2026-09-07
12440,HDFCNIF100,,2026-09-07
12441,HDFCNIFBAN,,2026-09-07
540,HDFCNIFETF,,2026-09-07
12442,HDFCNIFIT,,2026-09-07
12443,HDFCNIFTY,,2026-09-07
1630951,HDFCNIMEG,,2026-09-07
288870,HDFCPSUBK,,2026-09-07
12444,HDFCPVTBAN,,2026-09-07
12445,HDFCQUAL,,2026-09-07
541,HDFCSENETF,,2026-09-07
12446,HDFCSENSEX,,2026-09-07
12447,HDFCSILVER,,2026-09-07
12448,HDFCSML250,,2026-09-07
12449,HDFCVALUE,,2026-09-07
1696850,HDIL,,2026-09-07
10672,HEADSUP,INE759V01019,2026-09-07
288878,HEALTHADD,,2026-09-07
1583205,HEALTHAXIS,,2026-09-07
1341537,HEALTHCARE,,2026-09-07
225802,HEALTHIETF,,2026-09-07
10152,HEALTHX,INE019J01013,2026-09-07
12451,HEALTHY,,2026-09-07
10671,HECPROJECT,INE558R01013,2026-09-07
542,HEG,INE545A01024,2026-09-07
543,HEIDELBERG,INE578A01017,2026-09-07
10146,HEMIPROP,INE0AJG01018,2026-09-07
9723,HERANBA,INE694N01015,2026-09-07
544,HERCULES,,2026-09-07
